,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,hourly,employer_provided,min_salary,max_salary,avg_salary,job_state,age,python_yn,R_yn,spark,aws,excel,job_simp,seniority,desc_len
543,Senior Software Engineer - Deep Learning,$148K - $276K (Employer est.),"Maxine provides state-of-the-art AI models for deploying video/audio enhancement and augmented reality features.…
Skills: TensorFlow, Computer science, Computer vision, Research, Analysis skills",4.6,NVIDIA,"Santa Clara, CA",10000+ Employees,1993,Company - Public,Computer Hardware Development,Information Technology,$5 to $10 billion (USD),0,0,148,276,212.0,Santa Clara,27,0,0,0,0,0,na,senior,194
544,Senior Data Scientist-Engineering Focused,$115K - $221K (Employer est.),"Bachelor of Science in Computer Science, Engineering, or Mathematics or similar field. Anomaly detection and model/data drift analysis affecting production ML……
Skills: TensorFlow, Computer science, Kubernetes, Spark, R",4.2,Mastercard,"O Fallon, MO",10000+ Employees,1966,Company - Public,Financial Transaction Processing,Financial Services,Unknown / Non-Applicable,0,0,115,221,168.0,O Fallon,54,0,0,1,0,0,data scientist,senior,219
545,Data Scientist - TS/SCI,$110K - $169K (Glassdoor est.),"10 years of experience employing data science techniques and processes to clean, massage and organize large, complex data sets; performing descriptive……
Skills: Statistics, MATLAB, R, Tableau, Machine learning",4.4,AMERICAN SYSTEMS,"Chantilly, VA",1001 to 5000 Employees,1975,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,0,0,110,169,139.5,Chantilly,45,0,0,0,0,0,data scientist,na,209
546,Lead ML Engineer - Feature Store and Integration,$152K - $209K (Employer est.),"Expertise in Python programming language, specifically for ML data processing, feature engineering, and deployment within a feature store environment, along……
Skills: Big data, Software deployment, Spark, Git, Analysis skills",4.1,Salesforce,"Bellevue, WA",10000+ Employees,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),0,0,152,209,180.5,Bellevue,21,1,0,1,0,0,na,senior,225
547,Data Center Energy Program Manager,$126K - $179K (Employer est.),"Build and maintain relationships with internal partners including site selection, strategic engineering, data center design, construction, facility operations,……
Skills: Microsoft Powerpoint, Data center experience, Program management, Microsoft Excel, Management",4.0,Meta,"Fremont, CA",10000+ Employees,2004,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),0,0,126,179,152.5,Fremont,16,0,0,0,0,1,manager,na,263
548,AI Machine Learning Scientist,$108K - $156K (Glassdoor est.),"Work with stakeholders and design teams to assist with data-related technical issues and support their infrastructure needs. Mentor and collaborate with peers.…
Skills: Big data, SQL, Machine learning, Distributed systems, IT",3.5,Elevance Health,"Chicago, IL",10000+ Employees,2004,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),0,0,108,156,132.0,Chicago,16,0,0,0,0,0,mle,na,225
549,Applied AIML Data Scientist Lead - Vice President,$147K - $260K (Employer est.),"Advanced degree (MS, PhD) in a quantitative field (e.g., Data Science, Computer Science, Applied Mathematics, Statistics, Econometrics).…
Skills: Spark, R, SQL, AWS, Machine learning",4.0,JPMorgan Chase & Co,"Jersey City, NJ",10000+ Employees,1799,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD),0,0,147,260,203.5,Jersey City,221,0,0,1,1,0,data scientist,senior,182
550,Senior Data Scientist - Supply Chain and Strategic Sourcing,$63K - $151K (Employer est.),"BACHELOR’S Degree in Data Science, Mathematics, Statistics, Econometrics, Economics, Operations Research, Computer Science, Supply Chain Management, or related……
Skills: MATLAB, Power BI, Business intelligence, D3.js, SAS",3.2,Frontier Communications,"Dallas, TX",10000+ Employees,1935,Company - Public,"Cable, Internet & Telephone Providers",Telecommunications,$10+ billion (USD),0,0,63,151,107.0,Dallas,85,0,0,0,0,0,data scientist,senior,221
551,"Lead Product Manager, Artificial Intelligence",$126K - $166K (Glassdoor est.),"Partner with customer research, UX, data science, product and engineering teams to ensure we create the best AI products and experiences that maximize customer……
Skills: Analysis skills, Machine learning, Product management, Data science, Cybersecurity",3.8,Rapid7,"Arlington, VA",1001 to 5000 Employees,2000,Company - Public,Computer Hardware Development,Information Technology,$100 to $500 million (USD),0,0,126,166,146.0,Arlington,20,0,0,0,0,0,manager,senior,252
552,Sr. Principal Data Scientist,$140K - $210K (Employer est.),"Bachelor's degree in a technical area with 9 years of relevant experience (7 years with technical MS; 4 years with a PhD in related field).…
Skills: Statistics, MATLAB, SAS, Tableau, SQL",4.0,Northrop Grumman,"Linthicum, MD",10000+ Employees,1939,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),0,0,140,210,175.0,Linthicum,81,0,0,0,0,0,data scientist,senior,186
553,Sr. Staff Machine Learning Scientist,$107K - $260K (Employer est.),"Communicate complex concepts and the results of models and analyses to both technical and non-technical audiences, influencing partners and customers with your……
Skills: TensorFlow, Customer service, Big data, English, SQL",3.8,PayPal,"San Jose, CA",10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),0,0,107,260,183.5,San Jose,22,0,0,0,0,0,mle,senior,222
554,Data Scientist - Marketing Mix Models,$137K - $255K (Employer est.),"Developing resolutions to complex problems, using your sharp judgment to develop methods, techniques, and evaluation criteria allows you to deliver solutions……
Skills: Statistics, Spark, R, Apache Hive, Marketing mix modeling",3.8,Verizon,"New York, NY",10000+ Employees,2000,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),0,0,137,255,196.0,New York,20,0,0,1,0,0,data scientist,na,225
555,Manager & Sr. Data Scientist,$110K - $149K (Glassdoor est.),"Master's degree in Statistics, Mathematics, Decision Sciences, Actuarial Science or related analytical STEM field plus three years of experience, or PhD in……
Skills: Statistical software, Statistics, Research, Statistical analysis, Natural language processing",4.1,"The Travelers Companies, Inc.","Hartford, CT",10000+ Employees,1853,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),0,0,110,149,129.5,Hartford,167,0,0,0,0,0,data scientist,senior,259
556,"Director, Business Data Science & Analytics",$194K - $250K (Employer est.),"MS or higher in Computer Science, Mathematics, Statistics or a related field; or equivalent professional experience. 2+ years in a Director+ role.…
Skills: Computer science, Microsoft Excel, Management, Salesforce, R",3.8,AppFolio,"San Diego, CA",1001 to 5000 Employees,2006,Company - Public,Software Development,Information Technology,$500 million to $1 billion (USD),0,0,194,250,222.0,San Diego,14,0,0,0,0,1,director,na,216
557,"AIML - Chief of Staff, Data and Machine Learning Innovation",$134K - $223K (Employer est.),"Master's degree or MBA in a technical, quantitative, or business field. Additionally, this role might be eligible for discretionary bonuses or commission……
Skills: Program management, Computer vision, Research, Analysis skills, Project management",4.1,Apple,"Seattle, WA",10000+ Employees,1976,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),0,0,134,223,178.5,Seattle,44,0,0,0,0,0,mle,na,246
558,"Senior Generative AI Data Scientist, Amazon SageMaker",$143K - $248K (Employer est.),"You will also create field enablement materials for the broader technical field population, to help them understand how to integrate AWS Generative AI solutions……
Skills: SAS, Computer vision, Software deployment, AWS, Analysis skills",3.7,"Amazon Web Services, Inc.","Seattle, WA",Unknown,2006,Subsidiary or Business Segment,Internet & Web Services,Information Technology,$10+ billion (USD),0,0,143,248,195.5,Seattle,14,0,0,0,1,0,data scientist,senior,234
559,Director of Data Science,$129K - $189K (Glassdoor est.),"Demonstrate proficiency in a broad array of data science tools and frameworks, such as Python, R, SQL, language models, and synthetic data generation.…
Skills: Jira, Data mining, R, Git, SQL",3.5,Hearst Media Services,"Lawrenceville, GA",10000+ Employees,1887,Company - Private,Publishing,Media & Communication,$10+ billion (USD),0,0,129,189,159.0,Lawrenceville,133,1,0,0,0,0,director,na,190
560,Data Scientist,$128K - $173K (Employer est.),"Master’s degree in data science and 5 years of experience with data analytics and predictive analytics or a Master’s degree in computer science (or a related……
Skills: Azure, Cloud architecture, Military, Project management, Computer networking",4.0,General Dynamics Information Technology,"Macdill AFB, FL",10000+ Employees,1996,Subsidiary or Business Segment,Information Technology Support Services,Information Technology,$10+ billion (USD),0,0,128,173,150.5,Macdill AFB,24,0,0,0,0,0,data scientist,na,244
561,"Director, Clinical Data Analytics",$205K - $230K (Employer est.),"Core responsibilities include driving and supporting organizational metrics and analytics, clinical trial trend identification, and signal detection.…
Skills: Power BI, Clinical research, CSS, R, Tableau",3.7,Karyopharm Therapeutics Inc.,Remote,201 to 500 Employees,--,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,Unknown / Non-Applicable,0,0,205,230,217.5,Remote,-1,0,0,0,0,0,director,na,203
562,Principal Data Scientist,$134K - $223K (Employer est.),"Masters or PhD in a field that is emphasized in building and maintaining machine learning models that help drive insights, along with thought leadership in the……
Skills: Power BI, Data mining, Management, Sales, Data structures",3.3,Sprinklr,Texas,1001 to 5000 Employees,2009,Company - Public,Enterprise Software & Network Solutions,Information Technology,$500 million to $1 billion (USD),0,0,134,223,178.5,Texas,11,0,0,0,0,0,data scientist,senior,227
563,Physical Scientist - Mission Control Center Data/Science Manager,$78K - $122K (Glassdoor est.),"Bachelor's Degree in Science, Engineering, or related field (Master's Degree preferred). Author/co-author NDBC reports, technical documents, papers, scientific……",4.1,Lynker Corporation,"Stennis Space Center, MS",201 to 500 Employees,2007,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $25 million (USD),0,0,78,122,100.0,Stennis Space Center,13,0,0,0,0,0,manager,na,161
564,"Distinguished Engineer, EDW Data Engineering and Strategy supporting AI/ML (Remote)",$200K - $300K (Employer est.),"The knowledge, skills and abilities typically acquired through the completion of a bachelor's degree program or equivalent degree in a field of study related to……
Skills: Organizational skills, AI, Leadership",3.8,Home Depot / THD,"Atlanta, GA",10000+ Employees,1978,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),0,0,200,300,250.0,Atlanta,42,0,0,0,0,0,data engineer,na,208
565,Lead Data Scientist - Arch & Tech / Software Engineering Guild,$120K - $167K (Glassdoor est.),"Establish heat maps using data sources such as IT Service Management metrics, source code repositories, application lifecycle management tools, code quality……
Skills: CI/CD, Data mining, Management, R, Alteryx",4.2,Mastercard,"O Fallon, MO",10000+ Employees,1966,Company - Public,Financial Transaction Processing,Financial Services,Unknown / Non-Applicable,0,0,120,167,143.5,O Fallon,54,0,0,0,0,0,data scientist,senior,209
566,"Senior Scientist, Artificial Intelligence/Machine Learning, Foundational ML (gCS, BRAID)",$190K - $265K (Glassdoor est.),"You have a PhD or equivalent experience in computational biology (e.g. Bioinformatics, Computer Science, or related technical field).…
Skills: Analysis skills, Machine learning, Deep learning, Computer networking, AI",4.1,Genentech,"San Francisco, CA",10000+ Employees,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),0,0,190,265,227.5,San Francisco,44,0,0,0,0,0,mle,senior,216
567,"Research Scientist – Data Modeling, Systems Biology",$66K - $106K (Glassdoor est.),"In addition to technical expertise, a successful candidate will be a self-starter, independent, work well in a team environment, and welcome the challenge of……
Skills: Management, Big data, R, Physiology knowledge, Git",4.5,Eqlipse Technologies LLC,"Wright Patterson AFB, OH",501 to 1000 Employees,2023,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),0,0,66,106,86.0,Wright Patterson AFB,-3,0,0,0,0,0,na,na,218
